131,4,1.0
131,91,1.0
133,44,1.0
134,44,1.0
134,28,1.0
134,22,1.0
134,20,1.0
135,108,1.0
135,114,1.0
135,131,1.0
135,130,1.0
136,33,1.0
136,119,1.0
136,202,1.0
136,34,1.0
137,190,1.0
137,114,1.0
137,75,1.0
137,195,1.0
137,188,1.0
138,204,1.0
139,204,1.0
139,211,1.0
139,193,1.0
139,90,1.0
139,131,1.0
139,91,1.0
139,205,1.0
139,93,1.0
139,132,1.0
141,51,1.0
141,60,1.0
141,107,1.0
141,66,1.0
141,69,1.0
141,114,1.0
141,73,1.0
141,117,1.0
141,89,1.0
141,187,1.0
141,188,1.0
141,208,1.0
141,101,1.0
143,111,1.0
143,112,1.0
143,31,1.0
143,133,1.0
144,222,1.0
144,115,1.0
144,195,1.0
144,75,1.0
144,4,1.0
145,106,1.0
145,121,1.0
146,108,1.0
147,222,1.0
147,195,1.0
147,119,1.0
147,210,1.0
147,205,1.0
148,98,1.0
150,56,1.0
150,60,1.0
150,189,1.0
150,191,1.0
151,79,1.0
151,200,1.0
152,13,1.0
153,58,1.0
153,66,1.0
155,51,1.0
155,37,1.0
155,68,1.0
155,38,1.0
155,107,1.0
155,0,1.0
155,39,1.0
155,118,1.0
155,208,1.0
156,197,1.0
156,111,1.0
156,121,1.0
156,209,1.0
157,222,1.0
157,211,1.0
157,106,1.0
157,193,1.0
157,195,1.0
157,131,1.0
157,91,1.0
159,51,1.0
159,190,1.0
159,189,1.0
159,111,1.0
159,71,1.0
159,114,1.0
159,73,1.0
159,187,1.0
159,188,1.0
159,208,1.0
159,1,1.0
160,214,1.0
160,139,1.0
160,205,1.0
161,122,1.0
161,198,1.0
162,58,1.0
162,206,1.0
162,75,1.0
162,42,1.0
162,120,1.0
162,84,1.0
162,98,1.0
162,40,1.0
162,100,1.0
162,223,1.0
163,215,1.0
164,28,1.0
164,118,1.0
164,22,1.0
165,92,1.0
165,209,1.0
165,112,1.0
165,115,1.0
165,94,1.0
167,42,1.0
167,82,1.0
167,40,1.0
168,160,1.0
168,72,1.0
168,113,1.0
168,226,1.0
169,43,1.0
173,88,1.0
176,199,1.0
181,222,1.0
183,38,1.0
183,37,1.0
183,68,1.0
183,87,1.0
183,125,1.0
184,127,1.0
184,97,1.0
184,13,1.0
185,38,1.0
185,6,1.0
185,35,1.0
186,83,1.0
186,13,1.0
187,0,1.0
187,107,1.0
188,60,1.0
188,0,1.0
188,66,1.0
188,114,1.0
188,118,1.0
188,91,1.0
188,130,1.0
188,131,1.0
189,54,1.0
189,107,1.0
189,0,1.0
189,111,1.0
189,114,1.0
189,187,1.0
190,222,1.0
190,114,1.0
190,73,1.0
190,75,1.0
190,188,1.0
191,56,1.0
191,113,1.0
192,33,1.0
192,119,1.0
193,54,1.0
193,33,1.0
193,131,1.0
193,91,1.0
193,4,1.0
194,33,1.0
195,14,1.0
195,75,1.0
195,115,1.0
196,54,1.0
196,105,1.0
196,112,1.0
196,6,1.0
196,115,1.0
196,33,1.0
196,4,1.0
196,130,1.0
197,44,1.0
197,110,1.0
197,111,1.0
197,112,1.0
197,113,1.0
197,133,1.0
197,97,1.0
198,122,1.0
200,79,1.0
201,50,1.0
202,112,1.0
202,33,1.0
202,79,1.0
204,90,1.0
204,91,1.0
205,55,1.0
206,90,1.0
206,95,1.0
207,51,1.0
207,65,1.0
207,0,1.0
207,16,1.0
207,68,1.0
207,39,1.0
207,73,1.0
207,81,1.0
207,18,1.0
208,60,1.0
208,0,1.0
208,66,1.0
208,69,1.0
208,114,1.0
208,117,1.0
208,118,1.0
208,121,1.0
208,89,1.0
208,1,1.0
208,101,1.0
209,133,1.0
209,110,1.0
209,111,1.0
209,197,1.0
211,120,1.0
211,90,1.0
211,131,1.0
211,91,1.0
211,132,1.0
212,118,1.0
212,121,1.0
213,90,1.0
216,106,1.0
217,61,1.0
217,193,1.0
217,75,1.0
217,42,1.0
217,28,1.0
217,19,1.0
217,121,1.0
217,88,1.0
217,91,1.0
217,20,1.0
218,59,1.0
218,80,1.0
218,123,1.0
219,59,1.0
220,108,1.0
220,35,1.0
222,115,1.0
222,75,1.0
222,131,1.0
222,91,1.0
222,130,1.0
224,94,1.0
224,116,1.0
224,127,1.0
226,14,1.0
226,72,1.0
226,113,1.0
226,75,1.0
226,42,1.0
228,54,1.0
228,140,1.0
228,75,1.0
228,227,3.0
228,33,1.0
228,119,1.0
228,145,1.0
228,157,1.0
229,222,1.0
229,75,1.0
229,195,1.0
229,199,1.0
229,198,1.0
230,33,1.0
230,118,1.0
230,4,1.0
230,192,1.0
231,190,1.0
231,141,1.0
231,114,1.0
231,159,1.0
233,79,1.0
233,151,1.0
234,20,1.0
234,28,1.0
234,121,1.0
234,217,1.0
234,88,1.0
234,99,1.0
234,196,1.0
234,111,1.0
234,112,1.0
234,163,1.0
236,197,1.0
236,111,1.0
236,209,1.0
237,197,1.0
237,110,1.0
237,21,1.0
238,146,1.0
238,147,1.0
239,164,1.0
242,120,1.0
243,185,1.0
243,154,1.0
245,143,1.0
245,111,1.0
245,112,1.0
245,133,1.0
246,111,1.0
246,112,1.0
246,99,1.0
247,184,1.0
247,83,1.0
248,178,1.0
249,83,1.0
249,184,1.0
249,127,1.0
249,205,1.0
251,106,1.0
251,42,1.0
251,121,1.0
251,177,1.0
253,214,1.0
253,98,1.0
256,44,1.0
256,205,1.0
256,93,1.0
257,136,1.0
257,144,1.0
257,75,1.0
257,195,1.0
257,157,1.0
258,222,1.0
258,190,1.0
258,137,1.0
258,257,1.0
258,6,1.0
258,114,1.0
258,115,1.0
258,75,1.0
258,195,1.0
258,188,1.0
258,159,1.0
259,11,1.0
260,51,1.0
260,73,1.0
263,37,1.0
264,37,1.0
265,204,1.0
265,143,1.0
265,215,1.0
265,31,1.0
265,22,1.0
265,164,1.0
265,90,1.0
265,223,1.0
266,28,1.0
266,205,1.0
266,223,1.0
267,14,1.0
267,72,1.0
267,168,1.0
267,113,1.0
267,226,1.0
268,178,1.0
269,44,1.0
271,23,1.0
273,205,1.0
274,160,1.0
274,211,1.0
274,171,1.0
274,193,1.0
274,90,1.0
274,131,1.0
274,132,1.0
276,75,1.0
276,145,1.0
276,83,1.0
276,58,1.0
277,231,1.0
277,141,1.0
277,208,1.0
277,159,1.0
278,105,1.0
278,297,1.0
280,139,1.0
280,211,1.0
280,257,1.0
280,172,1.0
280,215,1.0
280,75,1.0
280,90,1.0
281,196,1.0
281,112,1.0
281,198,1.0
281,122,1.0
281,205,1.0
281,224,1.0
282,238,1.0
282,206,1.0
282,162,1.0
282,146,1.0
282,147,1.0
284,119,1.0
284,178,1.0
285,158,1.0
287,248,1.0
287,178,1.0
288,120,1.0
288,84,1.0
288,90,1.0
288,132,1.0
288,224,1.0
288,232,1.0
288,102,1.0
289,178,1.0
289,94,1.0
290,60,1.0
290,143,1.0
290,111,1.0
290,112,1.0
290,42,1.0
290,296,1.0
290,31,1.0
291,262,1.0
291,120,1.0
291,266,1.0
291,236,1.0
291,133,1.0
291,40,1.0
291,167,1.0
291,235,1.0
292,58,1.0
293,245,1.0
293,111,1.0
293,133,1.0
293,167,1.0
296,60,1.0
296,42,1.0
297,81,1.0
298,263,1.0
298,37,1.0
298,87,1.0
298,183,1.0
300,238,1.0
301,231,1.0
301,141,1.0
301,144,1.0
301,208,1.0
301,157,1.0
301,159,1.0
302,33,1.0
302,119,1.0
303,137,1.0
303,231,1.0
303,141,1.0
303,159,1.0
303,258,1.0
304,159,1.0
306,267,1.0
306,42,1.0
306,163,1.0
307,29,1.0
307,90,1.0
307,97,1.0
308,256,1.0
308,255,1.0
308,149,1.0
308,27,1.0
309,255,1.0
309,149,1.0
310,267,1.0
310,14,1.0
310,72,1.0
310,168,1.0
310,113,1.0
310,226,1.0
310,290,1.0
310,296,1.0
